clave_sih,fecha,nombre_oficial,nombre_comun,estado,municipio,almacenamiento_hm3,elevacion_msnm,uso,namo_almacenamiento_hm3,namo_elevacion_msnm,porcentaje_llenado,bordo_libre_m,name_almacenamiento_hm3,name_elevacion_msnm
LDCJL,01/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1505.8,92.91,AP,8126.41,98,0.185297,0,9279.71,99
LDCJL,02/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1505.8,92.91,AP,8126.41,98,0.185297,0,9279.71,99
LDCJL,03/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1498,92.9,AP,8126.41,98,0.184337,0,9279.71,99
LDCJL,04/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1498,92.9,AP,8126.41,98,0.184337,0,9279.71,99
LDCJL,05/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1498,92.9,AP,8126.41,98,0.184337,0,9279.71,99
LDCJL,06/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1490.51,92.89,AP,8126.41,98,0.183416,0,9279.71,99
LDCJL,07/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1490.51,92.89,AP,8126.41,98,0.183416,0,9279.71,99
LDCJL,08/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1490.51,92.89,AP,8126.41,98,0.183416,0,9279.71,99
LDCJL,09/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1490.51,92.89,AP,8126.41,98,0.183416,0,9279.71,99
LDCJL,10/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1483.01,92.88,AP,8126.41,98,0.182493,0,9279.71,99
LDCJL,11/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1483.01,92.88,AP,8126.41,98,0.182493,0,9279.71,99
LDCJL,12/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1483.01,92.88,AP,8126.41,98,0.182493,0,9279.71,99
LDCJL,13/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1483.01,92.88,AP,8126.41,98,0.182493,0,9279.71,99
LDCJL,14/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1475.52,92.87,AP,8126.41,98,0.181571,0,9279.71,99
LDCJL,15/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1475.52,92.87,AP,8126.41,98,0.181571,0,9279.71,99
LDCJL,16/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1475.52,92.87,AP,8126.41,98,0.181571,0,9279.71,99
LDCJL,17/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1475.52,92.87,AP,8126.41,98,0.181571,0,9279.71,99
LDCJL,18/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1468.02,92.86,AP,8126.41,98,0.180648,0,9279.71,99
LDCJL,19/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1468.02,92.86,AP,8126.41,98,0.180648,0,9279.71,99
LDCJL,20/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1468.02,92.86,AP,8126.41,98,0.180648,0,9279.71,99
LDCJL,21/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1460.53,92.85,AP,8126.41,98,0.179726,0,9279.71,99
LDCJL,22/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1460.53,92.85,AP,8126.41,98,0.179726,0,9279.71,99
LDCJL,23/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1460.53,92.85,AP,8126.41,98,0.179726,0,9279.71,99
LDCJL,24/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1453.03,92.84,AP,8126.41,98,0.178803,0,9279.71,99
LDCJL,25/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1453.03,92.84,AP,8126.41,98,0.178803,0,9279.71,99
LDCJL,26/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1453.03,92.84,AP,8126.41,98,0.178803,0,9279.71,99
LDCJL,27/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1445.54,92.83,AP,8126.41,98,0.177882,0,9279.71,99
LDCJL,28/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1445.54,92.83,AP,8126.41,98,0.177882,0,9279.71,99
LDCJL,29/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1445.54,92.83,AP,8126.41,98,0.177882,0,9279.71,99
LDCJL,30/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1438.04,92.82,AP,8126.41,98,0.176959,0,9279.71,99
LDCJL,31/01/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1438.04,92.82,AP,8126.41,98,0.176959,0,9279.71,99
LDCJL,01/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1438.04,92.82,AP,8126.41,98,0.176959,0,9279.71,99
LDCJL,02/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1430.55,92.81,AP,8126.41,98,0.176037,0,9279.71,99
LDCJL,03/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1430.55,92.81,AP,8126.41,98,0.176037,0,9279.71,99
LDCJL,04/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1430.55,92.81,AP,8126.41,98,0.176037,0,9279.71,99
LDCJL,05/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1423.05,92.8,AP,8126.41,98,0.175114,0,9279.71,99
LDCJL,06/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1423.05,92.8,AP,8126.41,98,0.175114,0,9279.71,99
LDCJL,07/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1423.05,92.8,AP,8126.41,98,0.175114,0,9279.71,99
LDCJL,08/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1415.56,92.79,AP,8126.41,98,0.174193,0,9279.71,99
LDCJL,09/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1415.56,92.79,AP,8126.41,98,0.174193,0,9279.71,99
LDCJL,10/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1415.56,92.79,AP,8126.41,98,0.174193,0,9279.71,99
LDCJL,11/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1408.06,92.78,AP,8126.41,98,0.17327,0,9279.71,99
LDCJL,12/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1408.06,92.78,AP,8126.41,98,0.17327,0,9279.71,99
LDCJL,13/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1408.06,92.78,AP,8126.41,98,0.17327,0,9279.71,99
LDCJL,14/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1400.57,92.77,AP,8126.41,98,0.172348,0,9279.71,99
LDCJL,15/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1400.57,92.77,AP,8126.41,98,0.172348,0,9279.71,99
LDCJL,16/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1400.57,92.77,AP,8126.41,98,0.172348,0,9279.71,99
LDCJL,17/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1400.57,92.77,AP,8126.41,98,0.172348,0,9279.71,99
LDCJL,18/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1393.08,92.76,AP,8126.41,98,0.171426,0,9279.71,99
LDCJL,19/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1393.08,92.76,AP,8126.41,98,0.171426,0,9279.71,99
LDCJL,20/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1393.08,92.76,AP,8126.41,98,0.171426,0,9279.71,99
LDCJL,21/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1385.58,92.75,AP,8126.41,98,0.170503,0,9279.71,99
LDCJL,22/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1385.58,92.75,AP,8126.41,98,0.170503,0,9279.71,99
LDCJL,23/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1378.09,92.74,AP,8126.41,98,0.169582,0,9279.71,99
LDCJL,24/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1378.09,92.74,AP,8126.41,98,0.169582,0,9279.71,99
LDCJL,25/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1370.59,92.73,AP,8126.41,98,0.168659,0,9279.71,99
LDCJL,26/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1363.1,92.72,AP,8126.41,98,0.167737,0,9279.71,99
LDCJL,27/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1355.6,92.71,AP,8126.41,98,0.166814,0,9279.71,99
LDCJL,28/02/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1348.11,92.7,AP,8126.41,98,0.165892,0,9279.71,99
LDCJL,01/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1340.6,92.69,AP,8126.41,98,0.164968,0,9279.71,99
LDCJL,02/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1340.6,92.69,AP,8126.41,98,0.164968,0,9279.71,99
LDCJL,03/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1333.09,92.68,AP,8126.41,98,0.164044,0,9279.71,99
LDCJL,04/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1325.58,92.67,AP,8126.41,98,0.16312,0,9279.71,99
LDCJL,05/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1318.06,92.66,AP,8126.41,98,0.162195,0,9279.71,99
LDCJL,06/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1318.06,92.66,AP,8126.41,98,0.162195,0,9279.71,99
LDCJL,07/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1310.55,92.65,AP,8126.41,98,0.16127,0,9279.71,99
LDCJL,08/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1310.55,92.65,AP,8126.41,98,0.16127,0,9279.71,99
LDCJL,09/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1303.04,92.64,AP,8126.41,98,0.160346,0,9279.71,99
LDCJL,10/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1295.53,92.63,AP,8126.41,98,0.159422,0,9279.71,99
LDCJL,11/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1288.02,92.62,AP,8126.41,98,0.158498,0,9279.71,99
LDCJL,12/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1280.51,92.61,AP,8126.41,98,0.157574,0,9279.71,99
LDCJL,13/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1273,92.6,AP,8126.41,98,0.15665,0,9279.71,99
LDCJL,14/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1273,92.6,AP,8126.41,98,0.15665,0,9279.71,99
LDCJL,15/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1265.7,92.59,AP,8126.41,98,0.155751,0,9279.71,99
LDCJL,16/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1265.7,92.59,AP,8126.41,98,0.155751,0,9279.71,99
LDCJL,17/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1258.4,92.58,AP,8126.41,98,0.154853,0,9279.71,99
LDCJL,18/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1258.4,92.58,AP,8126.41,98,0.154853,0,9279.71,99
LDCJL,19/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1251.1,92.57,AP,8126.41,98,0.153955,0,9279.71,99
LDCJL,20/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1243.8,92.56,AP,8126.41,98,0.153057,0,9279.71,99
LDCJL,21/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1243.8,92.56,AP,8126.41,98,0.153057,0,9279.71,99
LDCJL,22/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1236.5,92.55,AP,8126.41,98,0.152158,0,9279.71,99
LDCJL,23/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1229.2,92.54,AP,8126.41,98,0.15126,0,9279.71,99
LDCJL,24/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1229.2,92.54,AP,8126.41,98,0.15126,0,9279.71,99
LDCJL,25/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1221.9,92.53,AP,8126.41,98,0.150362,0,9279.71,99
LDCJL,26/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1214.6,92.52,AP,8126.41,98,0.149463,0,9279.71,99
LDCJL,27/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1207.3,92.51,AP,8126.41,98,0.148565,0,9279.71,99
LDCJL,28/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1207.3,92.51,AP,8126.41,98,0.148565,0,9279.71,99
LDCJL,29/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1200,92.5,AP,8126.41,98,0.147667,0,9279.71,99
LDCJL,30/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1192.8,92.49,AP,8126.41,98,0.146781,0,9279.71,99
LDCJL,31/03/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1192.8,92.49,AP,8126.41,98,0.146781,0,9279.71,99
LDCJL,01/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1185.6,92.48,AP,8126.41,98,0.145895,0,9279.71,99
LDCJL,02/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1178.4,92.47,AP,8126.41,98,0.145009,0,9279.71,99
LDCJL,03/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1171.2,92.46,AP,8126.41,98,0.144123,0,9279.71,99
LDCJL,04/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1164,92.45,AP,8126.41,98,0.143237,0,9279.71,99
LDCJL,05/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1156.8,92.44,AP,8126.41,98,0.142351,0,9279.71,99
LDCJL,06/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1156.8,92.44,AP,8126.41,98,0.142351,0,9279.71,99
LDCJL,07/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1149.6,92.43,AP,8126.41,98,0.141465,0,9279.71,99
LDCJL,08/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1149.6,92.43,AP,8126.41,98,0.141465,0,9279.71,99
LDCJL,09/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1142.4,92.42,AP,8126.41,98,0.140579,0,9279.71,99
LDCJL,10/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1135.2,92.41,AP,8126.41,98,0.139693,0,9279.71,99
LDCJL,11/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1128,92.4,AP,8126.41,98,0.138807,0,9279.71,99
LDCJL,12/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1121.3,92.39,AP,8126.41,98,0.137982,0,9279.71,99
LDCJL,13/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1121.3,92.39,AP,8126.41,98,0.137982,0,9279.71,99
LDCJL,14/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1114.6,92.38,AP,8126.41,98,0.137158,0,9279.71,99
LDCJL,15/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1107.9,92.37,AP,8126.41,98,0.136333,0,9279.71,99
LDCJL,16/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1101.2,92.36,AP,8126.41,98,0.135509,0,9279.71,99
LDCJL,17/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1094.5,92.35,AP,8126.41,98,0.134684,0,9279.71,99
LDCJL,18/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1094.5,92.35,AP,8126.41,98,0.134684,0,9279.71,99
LDCJL,19/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1087.8,92.34,AP,8126.41,98,0.13386,0,9279.71,99
LDCJL,20/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1081.1,92.33,AP,8126.41,98,0.133035,0,9279.71,99
LDCJL,21/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1074.4,92.32,AP,8126.41,98,0.132211,0,9279.71,99
LDCJL,22/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1067.7,92.31,AP,8126.41,98,0.131386,0,9279.71,99
LDCJL,23/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1067.7,92.31,AP,8126.41,98,0.131386,0,9279.71,99
LDCJL,24/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1061,92.3,AP,8126.41,98,0.130562,0,9279.71,99
LDCJL,25/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1054.38,92.29,AP,8126.41,98,0.129747,0,9279.71,99
LDCJL,26/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1047.76,92.28,AP,8126.41,98,0.128933,0,9279.71,99
LDCJL,27/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1047.76,92.28,AP,8126.41,98,0.128933,0,9279.71,99
LDCJL,28/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1041.14,92.27,AP,8126.41,98,0.128118,0,9279.71,99
LDCJL,29/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1034.52,92.26,AP,8126.41,98,0.127303,0,9279.71,99
LDCJL,30/04/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1027.9,92.25,AP,8126.41,98,0.126489,0,9279.71,99
LDCJL,01/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1027.9,92.25,AP,8126.41,98,0.126489,0,9279.71,99
LDCJL,02/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1021.28,92.24,AP,8126.41,98,0.125674,0,9279.71,99
LDCJL,03/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1014.66,92.23,AP,8126.41,98,0.12486,0,9279.71,99
LDCJL,04/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1008.04,92.22,AP,8126.41,98,0.124045,0,9279.71,99
LDCJL,05/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1008.04,92.22,AP,8126.41,98,0.124045,0,9279.71,99
LDCJL,06/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1001.42,92.21,AP,8126.41,98,0.12323,0,9279.71,99
LDCJL,07/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,994.801,92.2,AP,8126.41,98,0.122416,0,9279.71,99
LDCJL,08/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,988.221,92.19,AP,8126.41,98,0.121606,0,9279.71,99
LDCJL,09/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,981.641,92.18,AP,8126.41,98,0.120796,0,9279.71,99
LDCJL,10/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,975.061,92.17,AP,8126.41,98,0.119987,0,9279.71,99
LDCJL,11/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,975.061,92.17,AP,8126.41,98,0.119987,0,9279.71,99
LDCJL,12/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,968.481,92.16,AP,8126.41,98,0.119177,0,9279.71,99
LDCJL,13/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,961.901,92.15,AP,8126.41,98,0.118367,0,9279.71,99
LDCJL,14/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,955.32,92.14,AP,8126.41,98,0.117557,0,9279.71,99
LDCJL,15/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,955.32,92.14,AP,8126.41,98,0.117557,0,9279.71,99
LDCJL,16/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,948.74,92.13,AP,8126.41,98,0.116748,0,9279.71,99
LDCJL,17/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,942.16,92.12,AP,8126.41,98,0.115938,0,9279.71,99
LDCJL,18/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,942.16,92.12,AP,8126.41,98,0.115938,0,9279.71,99
LDCJL,19/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,935.58,92.11,AP,8126.41,98,0.115128,0,9279.71,99
LDCJL,20/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,935.58,92.11,AP,8126.41,98,0.115128,0,9279.71,99
LDCJL,21/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,929,92.1,AP,8126.41,98,0.114319,0,9279.71,99
LDCJL,22/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,922.4,92.09,AP,8126.41,98,0.113506,0,9279.71,99
LDCJL,23/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,915.8,92.08,AP,8126.41,98,0.112694,0,9279.71,99
LDCJL,24/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,909.2,92.07,AP,8126.41,98,0.111882,0,9279.71,99
LDCJL,25/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,902.6,92.06,AP,8126.41,98,0.11107,0,9279.71,99
LDCJL,26/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,902.6,92.06,AP,8126.41,98,0.11107,0,9279.71,99
LDCJL,27/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,896,92.05,AP,8126.41,98,0.110258,0,9279.71,99
LDCJL,28/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,889.4,92.04,AP,8126.41,98,0.109446,0,9279.71,99
LDCJL,29/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,882.8,92.03,AP,8126.41,98,0.108633,0,9279.71,99
LDCJL,30/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,876.2,92.02,AP,8126.41,98,0.107821,0,9279.71,99
LDCJL,31/05/1991,Lago de Chapala,Chapala,Jalisco,Chapala,869.6,92.01,AP,8126.41,98,0.107009,0,9279.71,99
LDCJL,01/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,896,92.05,AP,8126.41,98,0.110258,0,9279.71,99
LDCJL,02/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,902.6,92.06,AP,8126.41,98,0.11107,0,9279.71,99
LDCJL,03/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,909.2,92.07,AP,8126.41,98,0.111882,0,9279.71,99
LDCJL,04/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,922.4,92.09,AP,8126.41,98,0.113506,0,9279.71,99
LDCJL,05/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,935.58,92.11,AP,8126.41,98,0.115128,0,9279.71,99
LDCJL,06/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,955.32,92.14,AP,8126.41,98,0.117557,0,9279.71,99
LDCJL,07/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,975.061,92.17,AP,8126.41,98,0.119987,0,9279.71,99
LDCJL,08/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1001.42,92.21,AP,8126.41,98,0.12323,0,9279.71,99
LDCJL,09/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1021.28,92.24,AP,8126.41,98,0.125674,0,9279.71,99
LDCJL,10/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1047.76,92.28,AP,8126.41,98,0.128933,0,9279.71,99
LDCJL,11/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1081.1,92.33,AP,8126.41,98,0.133035,0,9279.71,99
LDCJL,12/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1114.6,92.38,AP,8126.41,98,0.137158,0,9279.71,99
LDCJL,13/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1142.4,92.42,AP,8126.41,98,0.140579,0,9279.71,99
LDCJL,14/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1185.6,92.48,AP,8126.41,98,0.145895,0,9279.71,99
LDCJL,15/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1229.2,92.54,AP,8126.41,98,0.15126,0,9279.71,99
LDCJL,16/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1280.51,92.61,AP,8126.41,98,0.157574,0,9279.71,99
LDCJL,17/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1333.09,92.68,AP,8126.41,98,0.164044,0,9279.71,99
LDCJL,18/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1385.58,92.75,AP,8126.41,98,0.170503,0,9279.71,99
LDCJL,19/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1430.55,92.81,AP,8126.41,98,0.176037,0,9279.71,99
LDCJL,20/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1460.53,92.85,AP,8126.41,98,0.179726,0,9279.71,99
LDCJL,21/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1483.01,92.88,AP,8126.41,98,0.182493,0,9279.71,99
LDCJL,22/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1529.2,92.94,AP,8126.41,98,0.188177,0,9279.71,99
LDCJL,23/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1584.02,93.01,AP,8126.41,98,0.194922,0,9279.71,99
LDCJL,24/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1632.1,93.07,AP,8126.41,98,0.200839,0,9279.71,99
LDCJL,25/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1672.17,93.12,AP,8126.41,98,0.20577,0,9279.71,99
LDCJL,26/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1720.26,93.18,AP,8126.41,98,0.211688,0,9279.71,99
LDCJL,27/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1768.92,93.24,AP,8126.41,98,0.217675,0,9279.71,99
LDCJL,28/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1801.55,93.28,AP,8126.41,98,0.221691,0,9279.71,99
LDCJL,29/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1850.49,93.34,AP,8126.41,98,0.227713,0,9279.71,99
LDCJL,30/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1899.43,93.4,AP,8126.41,98,0.233735,0,9279.71,99
LDCJL,31/07/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1940.22,93.45,AP,8126.41,98,0.238755,0,9279.71,99
LDCJL,01/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,1989.7,93.51,AP,8126.41,98,0.244844,0,9279.71,99
LDCJL,02/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2015.8,93.54,AP,8126.41,98,0.248055,0,9279.71,99
LDCJL,03/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2041.9,93.57,AP,8126.41,98,0.251267,0,9279.71,99
LDCJL,04/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2076.67,93.61,AP,8126.41,98,0.255546,0,9279.71,99
LDCJL,05/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2102.67,93.64,AP,8126.41,98,0.258745,0,9279.71,99
LDCJL,06/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2146.01,93.69,AP,8126.41,98,0.264078,0,9279.71,99
LDCJL,07/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2198.9,93.75,AP,8126.41,98,0.270587,0,9279.71,99
LDCJL,08/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2251.96,93.81,AP,8126.41,98,0.277116,0,9279.71,99
LDCJL,09/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2305.03,93.87,AP,8126.41,98,0.283647,0,9279.71,99
LDCJL,10/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2331.56,93.9,AP,8126.41,98,0.286911,0,9279.71,99
LDCJL,11/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2349.25,93.92,AP,8126.41,98,0.289088,0,9279.71,99
LDCJL,12/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2393.47,93.97,AP,8126.41,98,0.29453,0,9279.71,99
LDCJL,13/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2411.16,93.99,AP,8126.41,98,0.296707,0,9279.71,99
LDCJL,14/08/1991,Lago de Chapala,Chapala,Jalisco,Chapala,2420,94,AP,8126.41,98,0.297794,0,9279.71,99
